rep,method,min_utility,mean_utility,std_utility,max_utility,gini,pof
15,Concave Reg,0.0001706860427539425,0.09386788836019269,0.15024198402279723,0.5137888380040975,0.6987999730998559,0.8472633823762952
15,Piecewise Const,0.02183082649946988,0.5223092497055388,0.2992795218465397,0.9567756977511692,0.319845277895143,0.15012738064926803
16,Optimal,0.03340527012356176,0.5230344121983856,0.32044395458615055,0.9603205174924896,0.34615381809844753,0.15241934933347542
16,QCO Lipschitz,0.03330305343354423,0.5399097461255378,0.3197101244923003,0.967471274211254,0.33623779563433553,0.12507276146734983
16,Concave Reg,0.001659249693004905,0.11387133837447494,0.18343089396167517,0.5412320661446,0.7305878464368669,0.8154707590538086
16,Piecewise Const,0.01811676377260263,0.4756403850529708,0.3263265519104749,0.9416648717286775,0.3853927414905646,0.22922167711297378
17,Optimal,0.3550180803610743,0.6268546709493628,0.20477723389875202,0.9222266643090448,0.1848471882600414,0.07820769488076791
17,QCO Lipschitz,0.30005096177959045,0.6447726116039713,0.21093975395408285,0.9119539135882635,0.18535330538687944,0.05185929136008106
17,Concave Reg,0.00495210877885266,0.13272878222453696,0.18808738373380673,0.5708703138457492,0.6512177149279907,0.8048217939620206
17,Piecewise Const,0.29564301255386316,0.6426390275931293,0.212025626935711,0.9090725319400843,0.1866834783347416,0.054996735196211226
18,Optimal,0.1214589734397955,0.6294469900447657,0.2664926074664859,0.9269732411022217,0.2263447299289334,0.03594662048431581
18,QCO Lipschitz,0.1188722421951891,0.6487081427247147,0.27500118397904455,0.9081014840729112,0.21677879587934895,0.00644647253198104
18,Concave Reg,0.000520008847540554,0.19060428694017745,0.22063824050035882,0.6586625730462083,0.6059798670611622,0.708072784712519
18,Piecewise Const,0.10413705345090052,0.6379302684712337,0.27777959005652203,0.9033839251023178,0.22828439858583316,0.022953734084418528
19,Optimal,0.12431522043028254,0.39184131847566356,0.27198496630814767,0.9219678794365336,0.37924101300566193,0.023204130812717362
19,QCO Lipschitz,0.05028817084576975,0.3645607609598874,0.29874659573338364,0.9734732695881699,0.4269463375709326,0.09121006748677762
19,Concave Reg,0.0005768130133765315,0.21237512245542794,0.2895262960722908,0.7852779534471575,0.6696519698512364,0.4705837987182828
19,Piecewise Const,0.03503953304702445,0.3286041789448587,0.32035115698655314,0.9634408213756694,0.5009578576960328,0.18084390426286306
